rows,r_loss,constant_r_loss,r_score,mean_cate,sd_cate,method,seed,replicate,rmse,mae,bias,correlation,oracle_mean,oracle_sd,constant_rmse,coverage_95
180,0.19040084861933432,0.19073416378826175,0.0017475378417127763,-0.048171190720814355,0.05937154388010211,current_joint,120042,0,0.1850215130427611,0.1446593614624246,0.014612103470447415,0.32673501480554645,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5833333333333334
180,0.19118914841626797,0.19073416378826175,-0.0023854385547379398,-0.04724554889592218,0.05832367573565745,current_joint,1120042,1,0.18716300263546995,0.14651192299300994,0.015537745295339588,0.2933902187975126,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5333333333333333
180,0.19069534488334425,0.19073416378826175,0.00020352360660769175,-0.029617305493038013,0.05265695018773733,current_joint,2120042,2,0.1908928631708376,0.14935980335626722,0.033165988698223764,0.2675125388061306,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.46111111111111114
180,0.19175427081253937,0.19073416378826175,-0.005348318329641666,-0.04025763305633204,0.09001681435960458,llm_adjudication,120042,0,0.19251856933838113,0.1504199552977482,0.022525661134929736,0.27362336695697637,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5388888888888889
180,0.1911919876759637,0.19073416378826175,-0.0024003245072037327,-0.03542761704454499,0.08461773451632909,llm_adjudication,1120042,1,0.18986654232229858,0.1469078018120358,0.027355677146716797,0.3005362777968267,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5666666666666667
180,0.19094217818567702,0.19073416378826175,-0.0010905985235356574,-0.029217677746817685,0.08626297551877929,llm_adjudication,2120042,2,0.19258701129945144,0.15096773329290575,0.03356561644444409,0.2834853053871821,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5833333333333334
180,0.18963754837942434,0.19073416378826175,0.005749444079954036,-0.04374287155287674,0.04269282655674052,permissive_union,120042,0,0.18759833760235764,0.14507656171322558,0.019040422638385034,0.3035005497561885,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5166666666666667
180,0.18902591426221538,0.19073416378826175,0.008956180120635038,-0.030323966325929104,0.04170664311651883,permissive_union,1120042,1,0.1878157242695763,0.14496279696128123,0.03245932786533267,0.3430126783817647,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5111111111111111
180,0.18909221049779923,0.19073416378826175,0.00860859563830052,-0.031007035822903282,0.038649340923312236,permissive_union,2120042,2,0.1871194322079514,0.143339437544113,0.0317762583683585,0.3682573751828314,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5
180,0.19082924460938253,0.19073416378826175,-0.0004984991636125535,-0.04853393158609784,0.02537800959579319,all_candidates,120042,0,0.19092715446552083,0.14779479357722336,0.01424936260516394,0.24819612938852537,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5166666666666667
180,0.18999638847298372,0.19073416378826175,0.0038680816306041477,-0.037790758109913565,0.023049636572933335,all_candidates,1120042,1,0.1946224660680231,0.15096608211326135,0.02499253608134821,0.14919538408787417,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5277777777777778
180,0.19005974048949337,0.19073416378826175,0.0035359333921796132,-0.023498765079304547,0.02651272637048516,all_candidates,2120042,2,0.19674269621949558,0.15313550297335815,0.03928452911195723,0.15488835042908458,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5277777777777778
180,0.1898236270340116,0.19073416378826175,0.004773852445548066,-0.048456750506243394,0.03457963544790208,all_candidates_all_split_features,120042,0,0.18604422306063045,0.14432212930113128,0.014326543685018381,0.35962464076590706,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5611111111111111
180,0.1891984141743051,0.19073416378826175,0.008051780464780833,-0.034921168435034594,0.03331664533769678,all_candidates_all_split_features,1120042,1,0.18906934157134825,0.14491324055868088,0.02786212575622718,0.32329901650634524,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5555555555555556
180,0.19036622571520495,0.19073416378826175,0.0019290622390294443,-0.03256576243419567,0.031324500296309024,all_candidates_all_split_features,2120042,2,0.18965883743836234,0.14532774518614286,0.0302175317570661,0.32625080008918084,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5222222222222223
180,0.18817156797329718,0.19073416378826175,0.013435431618896376,-0.04619455119036164,0.060193633198834286,oracle_modifier_candidates_sqrt,120042,0,0.17738154349735694,0.13512148351333247,0.016588743000900137,0.44696510084931035,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.6111111111111112
180,0.18800364690756435,0.19073416378826175,0.014315824844722602,-0.0391491759732595,0.06565404908504799,oracle_modifier_candidates_sqrt,1120042,1,0.177429243123178,0.13329311440543556,0.02363411821800227,0.4470164480798141,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.6111111111111112
180,0.18840738620458988,0.19073416378826175,0.012199060396200778,-0.030377575317356097,0.06413272522599299,oracle_modifier_candidates_sqrt,2120042,2,0.1760840775843706,0.13256289544474445,0.03240571887390568,0.48837597166565117,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.5777777777777777
180,0.18813276355788394,0.19073416378826175,0.013638879258493386,-0.047857920162956355,0.11494632050482005,oracle_modifier_candidates_all,120042,0,0.1772766200461998,0.13670845028354783,0.014925374028305412,0.4475227266416289,-0.06278329419126177,0.1950995831991942,0.19666943271799686,0.6444444444444445
